A0A071MSP7	A0A071MSP7
A0A071MSP7	A0A063BDF6
A0A071MSP7	A0A069BAV4
A0A071MSP7	A0A084D7I3
A0A071MSP7	A0A087NV89
A0A071MSP7	A0A088UH70
A0A071MSP7	A0A095DHG2
A0A071MSP7	A0A095GL55
A0A071MSP7	A0A0B1YV15
A0A071MSP7	A0A0D0HBB4
A0A071MSP7	A0A0D5IR55
A0A071MSP7	A0A0D5L5Q1
A0A071MSP7	A0A0E1S0V7
A0A071MSP7	A0A0E1TVR7
A0A071MSP7	A0A0E1USD8
A0A071MSP7	A0A0E1VTX5
A0A071MSP7	A0A0F6LG76
A0A071MSP7	A0A0G3X340
A0A071MSP7	A0A0H2WDI0
A0A071MSP7	A0A0H2XTU2
A0A071MSP7	A0A0H3HRP6
A0A071MSP7	A0A0H3KPK3
A0A071MSP7	A0A0J5WTQ8
A0A071MSP7	A0A0N1KK69
A0A071MSP7	A0A0U4C960
A0A071MSP7	A0A102EZB3
A0A071MSP7	A0A103BJJ4
A0A071MSP7	A0A103DV54
A0A071MSP7	A0A103ES12
A0A071MSP7	A0A103I3T5
A0A071MSP7	A0A103K8N9
A0A071MSP7	A0A103R307
A0A071MSP7	A0A104C9J1
A0A071MSP7	A0A104IM45
A0A071MSP7	A0A104M120
A0A071MSP7	A0A104TWE3
A0A071MSP7	A0A105CL03
A0A071MSP7	A0A105KJU4
A0A071MSP7	A0A105TUK6
A0A071MSP7	A0A105VX96
A0A071MSP7	A0A105YRR8
A0A071MSP7	A0A106K2Y1
A0A071MSP7	A0A107KMF0
A0A071MSP7	A0A107KPF9
A0A071MSP7	A0A108CB39
A0A071MSP7	A0A108EQJ6
A0A071MSP7	A0A108MSB3
A0A071MSP7	A0A109EJU5
A0A071MSP7	A0A117XN44
A0A071MSP7	A0A118KMG3
A0A071MSP7	A0A119HG84
A0A071MSP7	A0A119VPF8
A0A071MSP7	A0A124QHT9
A0A071MSP7	A0A124UVZ6
A0A071MSP7	A0A132C572
A0A071MSP7	A0A132DHH8
A0A071MSP7	A0A132E407
A0A071MSP7	A0A132EKV5
A0A071MSP7	A0A132ERN6
A0A071MSP7	A0A142P9J1
A0A071MSP7	A0A1A9N8P1
A0A071MSP7	A0A1B4C1U9
A0A071MSP7	A0A1B4ESN8
A0A071MSP7	A0A1B4FJZ3
A0A071MSP7	A0A1B4FVH8
A0A071MSP7	A0A1B4I678
A0A071MSP7	A0A1B4P303
A0A071MSP7	A0A1B4Q399
A0A071MSP7	A0A1B4SIT9
A0A071MSP7	A0A1D7ZMH4
A0A071MSP7	A0A1E3FFA9
A0A071MSP7	A0A1I3EA41
A0A071MSP7	A0A1I7CMH8
A0A071MSP7	A0A1J9NNT8
A0A071MSP7	A0A1K1STH3
A0A071MSP7	A0A1M6RWX5
A0A071MSP7	A0A1N6LJQ3
A0A071MSP7	A0A1R1J9Y6
A0A071MSP7	A0A1X1P6Y7
A0A071MSP7	A0A1X4JXM1
A0A071MSP7	A0A1Y1BLA1
A0A071MSP7	A0A1Z3Z420
A0A071MSP7	A0A228GUD3
A0A071MSP7	A0A228HG22
A0A071MSP7	A0A228IND4
A0A071MSP7	A0A228K0K1
A0A071MSP7	A0A228P7R4
A0A071MSP7	A0A228Q2S0
A0A071MSP7	A0A228QY41
A0A071MSP7	A0A238H7C7
A0A071MSP7	A0A291CI82
A0A071MSP7	A0A2A4CAJ4
A0A071MSP7	A0A2A4EME6
A0A071MSP7	A0A2A4FAX7
A0A071MSP7	A0A2A9KZL6
A0A071MSP7	A0A2C9BYK3
A0A071MSP7	A0A2G1S6U4
A0A071MSP7	A0A2K9DSU8
A0A071MY93	A0A071MY93
A0A071MY93	A0A087P0T3
A0A071MY93	A0A088UAZ1
A0A071MY93	A0A095EK29
A0A071MY93	A0A095GKL1
A0A071MY93	A0A0D5IVM4
A0A071MY93	A0A0G3WVZ3
A0A071MY93	A0A0H2XXV4
A0A071MY93	A0A0H3KQ06
A0A071MY93	A0A0J5VSW6
A0A071MY93	A0A0U4C245
A0A071MY93	A0A103BAG4
A0A071MY93	A0A103KAS2
A0A071MY93	A0A104PYX1
A0A071MY93	A0A109EFA8
A0A071MY93	A0A118KDX0
A0A071MY93	A0A118LAW9
A0A071MY93	A0A119Q7C4
A0A071MY93	A0A132E9F9
A0A071MY93	A0A132F3T6
A0A071MY93	A0A142Z247
A0A071MY93	A0A1B4I2B9
A0A071MY93	A0A1D7ZQH5
A0A071MY93	A0A1E3FZK8
A0A071MY93	A0A1H6M4Y1
A0A071MY93	A0A1I0DKH2
A0A071MY93	A0A1K1QRK6
A0A071MY93	A0A1V2VQ35
A0A071MY93	A0A1V2XJL5
A0A071MY93	A0A1V6KZI2
A0A071MY93	A0A1X1PBT2
A0A071MY93	A0A1Z3YY43
A0A071MY93	A0A228GKC2
A0A071MY93	A0A228HNB9
A0A071MY93	A0A228I3K5
A0A071MY93	A0A228JRQ7
A0A071MY93	A0A228PCA7
A0A071MY93	A0A228Q6L7
A0A071MY93	A0A228QRP3
A0A071MY93	A0A244DY99
A0A071MY93	A0A248VQJ8
A0A071MY93	A0A2A4CFB0
A0A071MY93	A0A2A4FMS4
A0A071MY93	A0A2A9M500
A0A071MY93	A0A2C9AU38
A0A071MY93	A0A2G1S9N4
A0A071MY93	A0A2I8ESB0
A0A071MY93	A0A103LPD2
A0A071MY93	A0A103I0W8
A0A071MY93	A0A104CQS1
A0A071MY93	A0A119AS77
A0A071MY93	A0A124K7D1
A0A071MY93	A0A132D8J8
A0A071MY93	A0A132DQM0
A0A071MY93	A0A160FTJ0
A0A071MY93	A0A1B4BY55
A0A071MY93	A0A1B4EYH6
A0A071MY93	A0A1B4LPE5
A0A071MY93	A0A1B4NZY4
A0A071MY93	A0A1G5M1A5
A0A071MY93	A0A108ICE2
A0A071MY93	A0A104NR03
A0A071MY93	A0A0X8L8D3
A0A071MY93	A0A0Q5NK77
A0A071MY93	A0A242MC95
A0A071MY93	A0A242MSY4
A0A071MY93	A0A1H0QJQ7
A0A072D129	A0A072D129
A0A072D129	A0A009KGT2
A0A072D129	A0A077L1K4
A0A072D129	A0A0A8XDJ1
A0A072D129	A0A0M3A0D0
A0A072D129	A0A0M3AF83
A0A072D129	A0A0Q5GJB1
A0A072D129	A0A0Q7FV95
A0A072D129	A0A0R0RL05
A0A072D129	A0A154DW96
A0A072D129	A0A171F197
A0A072D129	A0A1E2YKQ5
A0A072D129	A0A1H8ME50
A0A072D129	A0A1Q3N8F8
A0A072D129	A0A1V2UT86
A0A072D129	A0A1Y3F4N4
A0A072D129	A0A204EU28
A0A072D129	A0A240EAI5
A0A072D129	A0A241VUI5
A0A072D129	A0A241YIS2
A0A072D129	A0A2M8MMI2
A0A072NJB2	A0A072NJB2
A0A072NJB2	A0A072NP03
A0A072NJB2	A0A1V3YJ46
A0A072NJB2	A0A068DAC9
A0A072NJB2	A0A095XLX7
A0A072NJB2	A0A0Q8AY91
A0A072NJB2	A0A101KR19
A0A072NJB2	A0A142M312
A0A072NJB2	A0A1A5JUX7
A0A072NJB2	A0A1B4YLU3
A0A072NJB2	A0A1E2SNM0
A0A072NJB2	A0A1H4NY08
A0A072NJB2	A0A1M2YPH1
A0A072NJB2	A0A1M3QDR4
A0A072NJB2	A0A1Q4A9X7
A0A072NJB2	A0A1Q4BDI2
A0A072NJB2	A0A1W6ZXD6
A0A072NJB2	A0A1X0T623
A0A072NJB2	A0A248WCM7
A0A072NJB2	A0A2A3BYM1
A0A072NJB2	A0A2E1HCG3
A0A072NJB2	A0A031JQH8
A0A072NJB2	A0A0A6QJ58
A0A072NJB2	A0A1E4QY08
A0A072NJB2	A0A1J9NVF7
A0A072NJB2	A0A1N7S2E4
A0A072NJB2	A0A2A4CIW0
A0A072NJB2	A0A0G3EQE6
A0A072NJB2	A0A101VEP0
A0A072NJB2	A0A1H4HZ21
A0A072NJB2	A0A1I5UMH0
A0A072NJB2	A0A0P7ZZS8
A0A072NJB2	A0A098TFM8
A0A072NJB2	A0A0M6Y477
A0A072NJB2	A0A1G8M6Z9
A0A072NJB2	A0A1Q4CWK9
A0A072NJB2	A0A257EWK7
A0A072NJB2	A0A257GS99
A0A072NJB2	A0A2G6IGU0
A0A072NJB2	A0A1K0I8W8
A0A072NJB2	A0A022FT83
A0A072NJB2	A0A257G5J8
A0A073AVV7	A0A073AVV7
A0A073AXN0	A0A073AXN0
A0A073AXN0	A0A1H6E4K3
A0A073AXN0	A0A1H3TCP0
A0A073AXN0	A0A1I4WT01
A0A073AXN0	A0A1I6V603
A0A073AXN0	A0A2A9J5S3
A0A073B186	A0A073B186
A0A073B1K0	A0A073B1K0
A0A073B3D4	A0A073B3D4
A0A073B3D4	A0A1H6B191
A0A073B3D4	A0A263DMH8
A0A073B3D4	A0A1R0KIK8
A0A073BDK9	A0A073BDK9
A0A073BDV2	A0A073BDV2
A0A073IFW8	A0A073IFW8
A0A073K3T4	A0A073K3T4
A0A073K3T4	A0A0Q7IU07
A0A073K3T4	A0A0Q9K927
A0A073K3T4	A0A109GJ31
A0A073K3T4	A0A150CGH8
A0A073K3T4	A0A1C3TG37
A0A073K3T4	A0A1C3TGR6
A0A073K3T4	A0A1H4F4Y9
A0A073K3T4	A0A268JIW7
A0A073K3T4	A0A291BKE8
A0A073K3T4	A0A2B4Y8G9
A0A073KLK2	A0A073KLK2
A0A074JAD2	A0A074JAD2
A0A074JAD2	A0A0B4XU59
A0A074JAD2	A0A0D8CFI0
A0A074JAD2	A0A154LC32
A0A074JAD2	A0A154LJP6
A0A074JAD2	A0A154V9P7
A0A074JAD2	A0A199YGG7
A0A074JAD2	A0A1B9VJW2
A0A074JAD2	A0A1Q4UVS9
A0A074JAD2	A0A1X4MUN6
A0A074JAD2	A0A1X4N670
A0A074JAD2	A0A1Y2L0Y0
A0A074JAD2	A0A1Y2LDB2
A0A074JAD2	A0A285RFZ6
A0A074JAD2	A0A2E2T8J9
A0A074JAD2	A0A2E3QD65
A0A074JAD2	A0A2E4M155
A0A074JAD2	A0A2E9W8D2
A0A074L867	A0A074L867
A0A074L867	A0A0D7X4L2
A0A074L867	A0A0K2F809
A0A074L867	A0A0S2RZH5
A0A074L867	A0A1D7MPA4
A0A074L867	A0A222WNU1
A0A074L867	A0A2K1ELD2
A0A074LN73	A0A074LN73
A0A074LY50	A0A074LY50
A0A074LY50	A0A0D7X676
A0A074LY50	A0A0K2FEQ6
A0A074LY50	A0A0S2S635
A0A074LY50	A0A222WGN6
A0A074LY50	A0A2K1EQA6
A0A074LY50	A0A1R1EML4
A0A074LY50	A0A162Q449
A0A074LY50	A0A168QCF1
A0A074LY50	A0A259T6U2
A0A074MAB3	A0A074MAB3
A0A074TMR6	A0A074TMR6
A0A074TS63	A0A074TS63
A0A074TS63	A0A074JV05
A0A074TS63	A0A086XZI2
A0A074TV43	A0A074TV43
A0A074TV93	A0A074TV93
A0A074TW34	A0A074TW34
A0A074TW34	A0A0Q5JEK0
A0A074TW34	A0A0Q5Q4I7
A0A074TW34	A0A0Q6DYB5
A0A074TW34	A0A147EU39
A0A074TW34	A0A147FCR7
A0A074TW34	A0A1N7ESZ3
A0A074TW34	A0A1R3WQ03
A0A074TW34	A0A260EH65
A0A074TW34	A0A134DDH0
A0A074TW86	A0A074TW86
A0A0A0JVI9	A0A0A0JVI9
A0A0A0JWG4	A0A0A0JWG4
A0A0A0JWG4	A0A0A0JFJ5
A0A0A0JWG4	A0A0A0JAS8
A0A0A0JWG4	A0A0A0JEK7
A0A0A0JWG4	A0A0Q9KUA4
A0A0A0K011	A0A0A0K011
A0A0A0K011	A0A0A0J2T0
A0A0A0K011	A0A0A0JIF5
A0A0A0K1T0	A0A0A0K1T0
A0A0A0K1T0	A0A0A0IZN7
A0A0A0K1T0	A0A0A0JK42
A0A0A0K1T0	A0A0Q9KN67
A0A0A0M3L0	A0A0A0M3L0
A0A0A0MP60	A0A0A0MP60
A0A0A0N4U5	A0A0A0N4U5
A0A0A0NAT9	A0A0A0NAT9
A0A0A0NAT9	A0A060ZQP5
A0A0A0NGM8	A0A0A0NGM8
A0A0A0NGM8	A0A060ZGX3
A0A0A0NGM8	A0A1V4D8Z6
A0A0A0NLY7	A0A0A0NLY7
A0A0A0NNP9	A0A0A0NNP9
A0A0A0NNP9	A0A061A6C5
A0A0A0NNP9	A0A0P0E498
A0A0A0NNS5	A0A0A0NNS5
A0A0A0NNS5	A0A061A6F6
A0A0A0NPH6	A0A0A0NPH6
A0A0A0NUD4	A0A0A0NUD4
A0A0A0NUD4	A0A061A508
A0A0A0NUM6	A0A0A0NUM6
A0A0A0NV59	A0A0A0NV59
A0A0A0NVE7	A0A0A0NVE7
A0A0A0NVE7	A0A014M720
A0A0A0NVE7	A0A1H6EWD2
A0A0A0NVE7	A0A0M8TH72
A0A0A0NVE7	A0A0F5W0S7
A0A0A0NVE7	A0A0P7C800
A0A0A0NVE7	A0A0S4QHH2
A0A0A0NVE7	A0A166S756
A0A0A0NVE7	A0A1S1PPF1
A0A0A0NVE7	A0A1S1Q9I6
A0A0A0NVE7	A0A1S1QQC4
A0A0A0NVE7	A0A1S1R909
A0A0A0NVE7	A0A1V2I9P1
A0A0A0NVE7	A0A1V2KUP9
A0A0A0NW35	A0A0A0NW35
A0A0A0NW35	A0A061A502
A0A0A0NW50	A0A0A0NW50
A0A0A0NW50	A0A061A537
A0A0A0NWR3	A0A0A0NWR3
A0A0A1CSA0	A0A0A1CSA0
A0A0A1D2T1	A0A0A1D2T1
A0A0A1D2T1	A0A0B4DJ33
A0A0A1D2T1	A0A0C1DU13
A0A0A1D2T1	A0A0K2RNU1
A0A0A1D2T1	A0A0M4LUF1
A0A0A1D2T1	A0A0M4R0V6
A0A0A1D2T1	A0A0Q9MP80
A0A0A1D2T1	A0A0Q9PLF7
A0A0A1D2T1	A0A0S9C0T6
A0A0A1D2T1	A0A0U3FV45
A0A0A1D2T1	A0A101L6X2
A0A0A1D2T1	A0A101LBP4
A0A0A1D2T1	A0A175J0F9
A0A0A1D2T1	A0A176ULY1
A0A0A1D2T1	A0A1C9WNA6
A0A0A1D2T1	A0A1D9F491
A0A0A1D2T1	A0A1E5KDF3
A0A0A1D2T1	A0A1E8FN38
A0A0A1D2T1	A0A1G5PKM0
A0A0A1D2T1	A0A1G8Y1Z9
A0A0A1D2T1	A0A1H5M9H2
A0A0A1D2T1	A0A1H6QSH9
A0A0A1D2T1	A0A1P8M3I9
A0A0A1D2T1	A0A1S9M624
A0A0A1D2T1	A0A1T5ATG2
A0A0A1D2T1	A0A221NNA7
A0A0A1D2T1	A0A2J8G1W4
A0A0A1D2T1	A0A2J8IAU9
A0A0A1D2T1	A0A2L0R221
A0A0A1D2T1	A0A0D1A5M4
